,loc,scale,expectation,cv
赤城ちゃん,-2.0214176,0.4980652,0.14996055,0.3010862
赤城みりあ,-2.006281,0.50330824,0.1526479,0.3032891
赤城（艦これ）,-1.9761201,0.5230194,0.15892142,0.30385378
赤嶺友奈,-2.0534484,0.48403975,0.14423646,0.29798475
赤座あかり,-2.0580904,0.47282672,0.14280035,0.3020141
赤星小梅,-2.0224473,0.49183515,0.14934498,0.30364844
赤月ゆに,-1.9855365,0.4551642,0.15229298,0.3345891
赤木しげる,-2.1128418,0.49562597,0.13669279,0.2757983
赤木リツコ,-2.0422168,0.4899009,0.14628254,0.2985962
赤松楓,-2.0149677,0.4935133,0.15059066,0.30514002
赤毛,-2.0877585,0.4507417,0.13721935,0.30443013
赤犬,-2.0569654,0.4882268,0.14402294,0.29499188
赤目,-2.105029,0.44927046,0.13478059,0.29999876
赤目チルノ,-2.1039786,0.45833418,0.13547833,0.29558855
赤眼,-2.119539,0.55388165,0.13999528,0.25275305
赤穂老師,-2.1617186,0.5552984,0.13431862,0.24188548
赤蛮奇,-2.0056093,0.45332366,0.14914174,0.32899615
赤西瑛梨華,-2.1563714,0.49557796,0.13086714,0.26406974
赤面,-2.0918343,0.5279605,0.14192405,0.26881567
赤飯,-1.9851586,0.5598502,0.1606636,0.28697604
赤髪,-2.0332677,0.49513564,0.14797853,0.29886463
赤鬼,-2.071164,0.5184089,0.14416598,0.2780932
赤黒,-2.0180116,0.51809335,0.15201119,0.29340503
赤鼻,-2.0535817,0.5372788,0.14819187,0.27581933
走る,-2.0140855,0.4586144,0.1482401,0.32323474
走るガンガー,-2.108448,0.47555497,0.1359631,0.28590405
走れメロス,-2.1616364,0.48445162,0.12947214,0.26725504
走馬灯,-2.0320895,0.47954744,0.14703177,0.30660525
超てんちゃん,-1.9878454,0.5238631,0.15713827,0.29996058
超サイヤ人,-1.9706786,0.50856924,0.15860201,0.31185922
超サイヤ人2,-1.9801178,0.487498,0.15547183,0.3189179
超ミニスカート,-2.1010635,0.44432187,0.13501728,0.30387267
超ロングヘア,-2.032416,0.5024056,0.14864261,0.29586178
超乳,-2.0108385,0.53667426,0.1546132,0.28809506
超人,-2.0650027,0.4893817,0.1429507,0.29210472
超人サイバーZ,-2.1109087,0.49108195,0.13665059,0.27826434
超人高校生おまけのやりたい放題クトゥルフ,-2.0241303,0.4658594,0.14725083,0.31608427
超会議,-1.9871899,0.54796344,0.15928535,0.2906861
超会議2023シンボルマーク,-2.0411222,0.48920587,0.14639293,0.29924604
超会議2023手書きポスター,-2.111702,0.48790848,0.1363303,0.27941778
超会議2024シンボルマーク,-2.0404983,0.46788055,0.144997,0.30990174
超兄貴,-1.9411149,0.55438834,0.16738784,0.30193248
超兵器,-2.0723126,0.5237677,0.14440314,0.27570075
超兵器(鋼鉄の咆哮),-2.0420911,0.5499813,0.15094325,0.2744516
超大型巨人,-2.0437791,0.50693893,0.14729977,0.29056707
超早口おばさん,-2.052976,0.5320147,0.14786492,0.2779339
超次元ゲイムネプテューヌ,-2.1137366,0.49069646,0.13623893,0.277644
超級覇王電影弾,-1.9420292,0.5037341,0.16281262,0.32321143
超絶最かわてんしちゃん,-2.0479043,0.51362026,0.14719437,0.28658208
超越者向け,-2.1242747,0.52252525,0.13700217,0.26219243
超電磁砲,-2.1073887,0.45477074,0.13479763,0.29640788
越後製菓,-2.0833182,0.5421751,0.1442307,0.26602235
趣味,-2.0751789,0.5402123,0.14525504,0.26888514
足,-2.027962,0.4884428,0.14827691,0.30357066
足の裏,-2.0899582,0.5016929,0.14028063,0.27961457
足コキ,-2.1265748,0.5119573,0.13594231,0.2655345
足フェチ,-2.0939684,0.47858202,0.13814548,0.2886558
足指,-2.0016463,0.45126864,0.14959484,0.3314984
足柄,-2.0348554,0.49281502,0.14757451,0.29945216
足柄(艦これ),-2.1614466,0.4605079,0.12803997,0.27804077
足柄（艦これ）,-1.9919883,0.4594029,0.15160713,0.33000907
足湯,-2.0583007,0.48638007,0.14370137,0.29545078
足立レイ,-2.0349898,0.5464895,0.15172821,0.2776416
足立レイ素材リンク,-2.1517346,0.54724574,0.13506548,0.24680956
足組み,-2.0455136,0.44765344,0.14294195,0.31931385
足袋,-2.0370693,0.48799926,0.1469008,0.3010267
足裏,-2.0201573,0.5200169,0.15183689,0.29198453
足裏フェチ,-2.089688,0.4952025,0.13986531,0.28244063
路地裏,-2.0107093,0.50625074,0.1521993,0.30064014
路線図,-2.0304048,0.48415717,0.14760719,0.30487454
跳び箱,-1.9454325,0.5084216,0.16264486,0.31990156
踊り子,-2.0478988,0.44928586,0.14270584,0.31762818
踏みつけ,-2.0322223,0.51773816,0.1498387,0.2894102
踏切,-1.9704499,0.5272414,0.16017982,0.30380738
蹲踞,-2.0220165,0.4772747,0.1483589,0.31084594
蹴り,-2.0808437,0.5447938,0.14479394,0.26577753
身体に落書き,-2.018263,0.43450776,0.14604148,0.33610788
身体は闘争を求める,-2.1219976,0.5112171,0.13651428,0.26703778
身勝手の極意,-1.986149,0.48886755,0.15464035,0.3163236
身長差,-2.0487902,0.49004763,0.14533456,0.2965723
車,-2.0327048,0.4987287,0.14832644,0.2974091
車椅子,-2.0604732,0.5606272,0.14907262,0.2659033
軍事,-2.0360694,0.48543683,0.14686449,0.3025409
軍人,-2.0966125,0.49560356,0.13892779,0.2803204
軍帽,-2.160665,0.49284264,0.13013041,0.26404047
軍服,-2.0009398,0.46312073,0.15051396,0.3249994
軍縮,-2.2237716,0.5277909,0.12437053,0.23564357
軍艦,-2.1510503,0.48077548,0.13061805,0.27168202
軍隊,-1.9745942,0.50120646,0.157396,0.31403428
転ショタ,-2.082972,0.50125337,0.14123297,0.28175965
転スラ,-2.1251183,0.47859123,0.13390918,0.27979866
転生,-2.068413,0.5106872,0.14398988,0.2819532
転生したらスライムだった件,-2.072602,0.5446013,0.14597692,0.26804364
転生モンスター,-2.0234656,0.5398056,0.15293065,0.2833069
軽トラ,-2.1123142,0.5069616,0.1375443,0.2713111
軽巡洋艦,-2.1199045,0.5049528,0.13636558,0.2700561
軽母ヌ級,-2.0468776,0.52471936,0.14819705,0.28243107
軽空母,-2.0250795,0.47779086,0.14794163,0.3096368
輝木ほまれ,-2.0727222,0.532885,0.14504099,0.27218065
輪チラ,-2.0580642,0.49896693,0.14462948,0.28985783
輸送ワ級,-2.0416448,0.46826985,0.14485726,0.3093457
輿水幸子,-2.0669382,0.4793419,0.14198217,0.2962023
轟雷,-1.9936572,0.48021796,0.15284169,0.31827566
辰,-1.9925804,0.5128559,0.15550618,0.30321613
辰年,-1.960772,0.49517968,0.15910825,0.3213142
辻斬り妖夢,-2.0863655,0.50248015,0.14084119,0.28029203
辻野あかり,-2.0920174,0.507958,0.14043553,0.27647075
迅雷,-2.0723066,0.5287313,0.14478168,0.27382848
迅鯨,-2.0792654,0.45886898,0.13890222,0.30270562
迅鯨(艦これ),-2.0604506,0.5620488,0.149195,0.26544848
迅鯨（艦これ）,-2.0975173,0.5167911,0.14029881,0.2714807
近代化改修,-2.0586598,0.54198,0.14781578,0.27273288
近未来,-2.0512822,0.4990007,0.14561614,0.29181552
近江彼方,-1.9978446,0.50954723,0.15442829,0.30306962
近藤妙子,-2.0725145,0.48461652,0.14155205,0.29209083
近親相姦,-2.0655444,0.47419897,0.141832,0.29909807
近鉄,-2.0846202,0.49935904,0.1408668,0.28209522
返り血,-1.9593863,0.52679753,0.16192396,0.30737418
迫真空手部,-2.03039,0.43801835,0.1445023,0.3299001
迷いの竹林,-2.040525,0.4981246,0.14712675,0.29536134
迷子,-2.111579,0.5117011,0.13797815,0.269646
迷彩,-2.0752628,0.46251047,0.13969345,0.30203307
迷彩水着,-2.041589,0.468817,0.14490247,0.30908108
追い込み,-1.9630525,0.54653245,0.16304915,0.29833388
追悼,-2.0576637,0.46601704,0.14240535,0.3055797
追悼画,-1.9649644,0.50769514,0.15944007,0.31404686
逃げ,-2.0117471,0.48675033,0.15057647,0.30935052
逃亡者ツインターボ,-2.1051388,0.4731086,0.13625558,0.28800064
逃走中,-2.0234,0.494398,0.14939143,0.30216834
逆さま,-2.0653267,0.50495595,0.14401521,0.28520352
逆に考えるんだ,-1.9756544,0.4730033,0.155084,0.32787088
逆バニー,-1.9846205,0.4582359,0.15264653,0.33311778
逆リョナ,-2.0383396,0.51742995,0.14890113,0.28777063
逆レイプ,-2.0634556,0.55573,0.14822294,0.26671755
逆光,-2.151178,0.51359195,0.13274975,0.2584732
逆座り,-2.1036246,0.574119,0.14387386,0.25059938
逆立ち,-2.0623667,0.5783787,0.15030243,0.25986853
逆襲のシャア,-2.0200353,0.53427744,0.15300126,0.28637043
逆転裁判,-2.0740635,0.5149346,0.14349075,0.27865818
透け,-2.0395064,0.5282188,0.14956878,0.28315687
透けパン,-2.0973754,0.5049588,0.13947308,0.27620685
透けブラ,-2.0967398,0.47806382,0.137729,0.28809753
透け乳首,-2.0768578,0.49564028,0.14170213,0.28589714
透明人間,-2.076056,0.49427858,0.14172024,0.28672138
透明少年探偵アキラ,-2.0761592,0.49350035,0.14165115,0.28703353
透明感,-2.0430946,0.49194276,0.14630076,0.29739386
透明水彩,-1.9624244,0.47846377,0.15755816,0.32930008
透過,-1.9680899,0.44305262,0.15413257,0.34788775
透過PNG,-2.0124724,0.4951272,0.1510874,0.30514866
透過素材,-2.0505219,0.5195648,0.1472611,0.28343162
途中経過,-2.0525777,0.45944345,0.14269672,0.31058604
通い妻,-2.0703063,0.54419726,0.14628024,0.26880005
速吸,-2.0016828,0.53156835,0.15561032,0.29273814
速吸(艦これ),-2.1219797,0.50912416,0.13637102,0.26785415
速吸（艦これ）,-2.1595855,0.47355324,0.12906243,0.27254048
速水奏,-2.091128,0.49568233,0.13969727,0.28182822
逢坂大河,-2.0172756,0.47956866,0.14922763,0.31117052
連れ込み旅館,-2.0624416,0.5427152,0.14731653,0.27144355
連縁project,-2.0458724,0.4866287,0.1455161,0.299029
連装砲さん,-2.117889,0.46500617,0.13401903,0.28820914
連装砲ちゃん,-1.9748191,0.49095014,0.15656203,0.318896
連邦に反省を促すダンス,-2.0858755,0.5125183,0.14162989,0.27634114
逮捕しちゃうぞ,-2.0479937,0.5068096,0.14667064,0.2893999
週刊少年ジャンプ,-1.9546498,0.5673899,0.1663462,0.29317793
週刊東方ランキングED絵,-2.0166974,0.49341795,0.15032333,0.3046572
進化,-2.055674,0.507149,0.14557351,0.2870429
進捗,-2.0469892,0.5060901,0.14676456,0.2899969
進捗どうですか,-2.0619226,0.54492855,0.14757054,0.27080712
進撃のMMD,-2.0188053,0.54982054,0.15448566,0.2809747
進撃の巨人,-2.12571,0.4788702,0.13384785,0.27950758
進水日,-2.020387,0.4810015,0.14886644,0.30949268
逸見エリカ,-2.034954,0.47519496,0.14630689,0.30788812
遅かったじゃないか,-2.0328023,0.45411894,0.14519316,0.31972495
遅刻,-1.9980977,0.47510076,0.15179303,0.3194965
遊☆戯☆王,-2.014551,0.45297486,0.14779076,0.32626703
遊佐こずえ,-2.0041149,0.5209976,0.15437114,0.29629916
遊園地,-2.0523176,0.45462084,0.14241962,0.31327122
遊戯王,-2.0423198,0.5244487,0.14885291,0.28382742
遊戯王5D's,-2.0276005,0.5262631,0.15120418,0.2873167
遊戯王DM,-2.090495,0.46135828,0.13750853,0.2980515
遊戯王GX,-2.131379,0.4961407,0.1342165,0.27052104
遊戯王OCG,-2.0998595,0.46908984,0.13671774,0.2914532
遊戯王SEVENS,-2.06309,0.52671415,0.14596677,0.27712712
遊戯王ZEXAL,-1.9932543,0.5525769,0.15872476,0.28724465
遊戯王ocg,-2.0556724,0.5010949,0.14513014,0.28962606
遊戯王オリカ,-2.0052621,0.50077844,0.15260956,0.30474466
遊戯王マスターデュエル,-2.024967,0.5199068,0.15109968,0.2906284
遊星からの物体X,-2.0384493,0.5003136,0.14759365,0.29500228
運動会,-2.0707908,0.49394917,0.14244522,0.28838032
運営は右手が忙しい,-1.97777,0.4973734,0.15659697,0.31484792
運営仕事しろ,-2.0418084,0.52764463,0.14917965,0.2827275
運営賞受賞作品,-2.0866036,0.50204915,0.14077717,0.28040516
過去絵,-2.1225214,0.53589493,0.13821708,0.25791824
道,-2.042175,0.49312258,0.14652047,0.29712787
道化師,-2.0931737,0.49093038,0.13908535,0.28330973
道明寺歌鈴,-2.0318136,0.5382662,0.15153351,0.28152153
道着,-2.123862,0.47882405,0.13409244,0.28004533
達磨,-2.0196488,0.5399573,0.15352808,0.28433374
違う、そうじゃない,-2.051667,0.5092201,0.14631192,0.2873255
違和感,-2.1169126,0.5714675,0.14175925,0.24806178
違和感が行方不明,-2.056406,0.4509399,0.14160232,0.31401595
違和感仕事しろ,-2.148888,0.5246462,0.13381979,0.25506672
違和艦轟沈,-2.0597317,0.5710032,0.15006159,0.2628034
違法巻き,-2.0918863,0.51421916,0.14090413,0.2740157
遠く弾けるケツのドラム,-2.0808225,0.4841382,0.14034837,0.2898932
遠坂凛,-2.0046458,0.5460471,0.15636504,0.28635815
遠藤綾,-2.0402367,0.54818714,0.15107451,0.27558932
遠近法,-1.9582515,0.5201811,0.1615473,0.31055972
遠野,-2.0241926,0.51011395,0.15045603,0.29494593
遠野(淫夢),-2.1325002,0.5275937,0.13624199,0.2582328
遠野志貴,-1.97691,0.5274071,0.15916228,0.30178258
適材適所,-2.0368614,0.5303061,0.15013067,0.28310192
選択肢は『はい』か『イエス』,-2.0988052,0.48752183,0.13807388,0.2832158
遺作,-2.083132,0.5138939,0.14211929,0.27655375
遺影,-2.0104074,0.5198684,0.15331267,0.2949067
那智,-1.9737911,0.41492707,0.15141831,0.36492753
那智(艦これ),-2.054595,0.4771645,0.14359592,0.30093586
那智（艦これ）,-2.0617795,0.54832333,0.14786579,0.26966897
那珂,-2.1177828,0.53585684,0.13887076,0.25915647
那珂(艦これ),-2.010316,0.4746606,0.14991835,0.31584325
那珂さん,-1.990773,0.48728698,0.15380825,0.31564203
那珂ちゃんのファンになります,-2.0783234,0.4582724,0.1389951,0.30330235
那珂ちゃん大好きﾏﾝ,-2.0829177,0.48529387,0.1401331,0.28875926
那珂（艦これ）,-2.0317142,0.49219352,0.14799349,0.3006815
那須与一,-1.983683,0.43635178,0.15130137,0.34674174
邪眼の姫の物語,-2.1353498,0.5060138,0.13434762,0.2655019
邪神ちゃん,-2.0444002,0.4936398,0.14623211,0.29623243
邪神ちゃんドロップキック,-2.0844493,0.4613566,0.13834228,0.29985973
郡千景,-1.9492507,0.57841384,0.16830635,0.29097912
部屋,-2.1362822,0.5030725,0.13402334,0.26640958
部屋着,-2.0908346,0.45451593,0.1370318,0.30148953
部族,-2.1523762,0.49486795,0.13134485,0.26541394
部族化,-2.0497363,0.4831784,0.1447126,0.2995014
部活,-2.137118,0.52558887,0.1354712,0.25775126
部活動,-2.0959382,0.5083342,0.13991275,0.27523774
部長,-2.0035174,0.51148343,0.15370658,0.30051136
部長オチ,-2.0463557,0.5026966,0.1466064,0.29163995
都市,-2.0620394,0.49315712,0.1436411,0.29126844
都市伝説,-2.0389836,0.47194165,0.1454942,0.3082885
都道府県,-2.0869691,0.5022905,0.14074278,0.28020197
配信,-2.0142646,0.4810775,0.14978613,0.3113555
配信者,-2.0662,0.5147321,0.14460847,0.28093928
配布,-1.9976953,0.4576386,0.15062247,0.32912976
配布終了,-2.0522623,0.49544084,0.14521624,0.2931051
酒,-2.0281458,0.4941271,0.14866424,0.30086234
酒丼義久,-2.089858,0.45226878,0.137026,0.3029747
酒匂,-2.00793,0.51127136,0.15301323,0.29927987
酒匂(艦これ),-2.0609984,0.48664668,0.14333282,0.29453158
酒匂（艦これ）,-2.015326,0.4716382,0.14895596,0.31582674
酒吞童子,-2.0727432,0.55764043,0.14700897,0.2636268
酒呑童子,-2.0476873,0.5160251,0.1474087,0.28566185
酒呑童子(Fate),-2.0357158,0.4835907,0.1467851,0.30353168
酒場,-2.0557847,0.4627439,0.14245647,0.30785164
酒！飲まずにはいられないッ！,-2.0574703,0.52405554,0.1465845,0.27971175
酔い止め豆腐兄貴,-2.1175282,0.5088239,0.1369585,0.2691668
酔っ払い,-1.9700694,0.48555332,0.15689346,0.32312304
酔拳,-1.9697293,0.4755013,0.15619054,0.32847553
醤油,-2.0637672,0.47566202,0.14218305,0.29891613
里香,-2.0985734,0.4882963,0.13815807,0.28293902
重巡ネ級,-2.0633821,0.5342016,0.14650488,0.27425015
重巡リ級,-2.018424,0.5236879,0.15239196,0.29099765
重巡洋艦,-1.993503,0.49285084,0.15380773,0.31207764
重度末期クラピニウム欠乏症禁断症状,-2.035832,0.5279666,0.1500994,0.28429714
重戦機エルガイム,-2.0888338,0.4652627,0.13798654,0.2965777
重戦車,-2.1055086,0.4782294,0.13653736,0.28550598
重量感あるよな,-2.1046908,0.49238798,0.13759126,0.27943668
重量過多,-2.0267398,0.520349,0.15086675,0.28993374
重音テッド,-2.0102718,0.5111052,0.15264238,0.2986516
重音テト,-1.9472413,0.5174422,0.16310386,0.31521174
重音テトSV,-2.1477087,0.5319117,0.13449293,0.25284824
重音テト誕生祭,-1.983601,0.48298034,0.15459199,0.32007927
重音テナ,-2.101928,0.50009274,0.13850047,0.27694955
野々原茜,-2.1058927,0.44728175,0.13454424,0.30080423
野々村竜太郎,-2.0814035,0.4944688,0.14097768,0.28510934
野ション,-1.9951334,0.4734053,0.15212129,0.32133415
野乃はな,-2.0552077,0.46596152,0.14275183,0.3063597
野分,-1.9997823,0.568402,0.15909688,0.27990204
野分（艦これ）,-2.1166608,0.5420751,0.13949338,0.2573322
野原しんのすけ,-1.9483821,0.5141296,0.16263978,0.31634006
野外,-2.0912192,0.5032301,0.1402121,0.27862424
野外露出,-1.9544332,0.49921408,0.1604415,0.32138819
野比のび太,-2.1337006,0.49290246,0.13369098,0.27123213
野獣,-2.0464723,0.46269017,0.14378572,0.31076026
野獣の咆哮,-2.0818987,0.5107285,0.1420641,0.27815974
野獣の日,-2.0825393,0.54938257,0.14491199,0.26377246
野獣の眼光,-2.0524137,0.505818,0.14595048,0.28854346
野獣先輩,-2.0403566,0.5148323,0.148402,0.2882531
野獣先輩女の子説,-1.9987265,0.47986373,0.152043,0.3168462
野獣妻,-2.0432117,0.48207998,0.14558268,0.30198863
野球,-1.989599,0.44704592,0.15112108,0.33804375
野球拳,-2.092105,0.45255724,0.13673632,0.3021415
野生の公式,-2.0229034,0.483121,0.14864409,0.30767465
野生解放,-2.2249238,0.47783664,0.12114586,0.25352988
野良牛スキン,-2.042209,0.4813691,0.14567883,0.30263436
野菜,-1.9455931,0.54396355,0.16568863,0.3045951
量産型,-2.0251732,0.52103233,0.15115705,0.2901107
金,-2.0505168,0.4744861,0.14399908,0.3034843
金カムMMD,-2.1300228,0.506328,0.13508667,0.26679677
金ビキニ,-2.0421708,0.49815622,0.14688711,0.29486153
金剛,-2.0492225,0.4591345,0.143156,0.31179535
金剛(艦これ),-2.1121025,0.47273695,0.13528626,0.2861766
金剛いろは,-2.1313448,0.45758915,0.13177611,0.2879791
金剛型,-2.046586,0.46598545,0.1439895,0.30900002
金剛型四姉妹,-1.9671756,0.5082112,0.1591296,0.3131171
金剛（艦これ）,-1.9801666,0.5255596,0.15849058,0.30156538
金太郎,-2.0419526,0.49002105,0.1463298,0.29861942
金属,-2.0522654,0.52761877,0.1476258,0.27979636
金田一少年の事件簿,-2.1490018,0.47844335,0.13073958,0.27326033
金糸雀,-2.1159909,0.49799234,0.1364233,0.27394658
金色のガッシュベル,-2.0802588,0.49137938,0.14092435,0.28679338
金色の闇,-2.092496,0.53096527,0.14205602,0.26754296
金髪,-2.0092533,0.476778,0.15022898,0.3150921
金髪の子かわいそう,-2.0105455,0.50047415,0.15178227,0.30327696
金髪ショート,-2.0845764,0.5390799,0.1438085,0.26676658
金髪ツインテール,-2.0874166,0.47391686,0.13874492,0.29276216
金髪ロング,-2.049441,0.5574521,0.15045899,0.2699048
金髪碧眼,-2.0788836,0.5125928,0.14262906,0.27825022
金魚,-1.9936213,0.4597112,0.1513812,0.3292963
金魚すくい,-1.989231,0.54040146,0.15830778,0.29294476
釘バット,-2.0296555,0.5162178,0.15010579,0.29077995
釘宮理恵,-2.0008953,0.5096394,0.15396515,0.30210605
釘崎野薔薇,-2.0843477,0.51844466,0.14228043,0.27443707
釣り,-2.0662649,0.47159195,0.14155523,0.30016467
釣りキチおばさん,-2.022931,0.5116157,0.15076157,0.29467738
鈍器,-2.0841417,0.46853894,0.13884774,0.29634193
鈴,-2.0511818,0.45396718,0.14253914,0.31398556
鈴仙,-2.1451209,0.5144043,0.13361202,0.25974128
鈴仙・優曇華院・イナバ,-2.1164055,0.4699712,0.13452986,0.28625128
鈴原サクラ,-2.096531,0.46555033,0.13694684,0.2941612
鈴木ヒナ,-2.0417304,0.4734595,0.14519924,0.3066772
鈴瑚,-1.9860077,0.5213761,0.15722282,0.30155358
鈴谷,-2.1219392,0.44665414,0.13236539,0.29634875
鈴谷(艦これ),-2.0819786,0.46341482,0.13881657,0.29955143
鈴谷改二,-2.0397723,0.487567,0.14647341,0.30041698
鈴谷（艦これ）,-2.0528724,0.532472,0.14791623,0.27779156
鉄のラインバレル,-2.0151556,0.57982796,0.15770085,0.2719787
鉄のララバイ,-2.179198,0.5079244,0.12870857,0.25340104
鉄仮面,-2.0990014,0.48076922,0.13759622,0.28620014
鉄壁,-2.0158067,0.5337525,0.15360655,0.2877861
鉄壁の左足,-1.9751663,0.47146964,0.15504739,0.32885975
鉄壁スカート,-2.0790083,0.49816462,0.14157519,0.28419358
鉄拳,-2.0981815,0.49073425,0.13837728,0.28198007
鉄血のオルフェンズ,-2.0941598,0.51434714,0.1405934,0.2733434
鉄道,-1.9611953,0.5191928,0.16098972,0.31007692
鉄道むすめ,-2.0707204,0.48980188,0.14216492,0.29024982
鉄道擬人化,-2.154693,0.48054582,0.13012877,0.27079368
鉈,-2.0835776,0.47218442,0.1391645,0.2947249
鉛筆,-2.074947,0.53111464,0.14458239,0.27222446
鉛筆描き,-2.047875,0.49044037,0.14549565,0.29666328
鉛筆画,-2.117941,0.4792345,0.1349153,0.28152254
鉢巻テロップ,-2.078133,0.512488,0.1427285,0.27850112
銀さん,-2.0778956,0.5285117,0.14395805,0.27238384
銀ちゃん,-2.0641327,0.5005169,0.14386582,0.2874345
銀時,-2.1325204,0.44365028,0.13079715,0.2948204
銀河,-2.0302665,0.5129741,0.14976388,0.29195213
銀河旋風ブライガー,-2.0443666,0.53904295,0.14970586,0.27772528
銀河英雄伝説,-2.0970562,0.51154804,0.13998564,0.273651
銀河鉄道999,-1.9682359,0.4797205,0.15673952,0.3267309
銀河鉄道物語,-2.022322,0.4646347,0.14743334,0.31731024
銀河高原ビール,-2.0618844,0.5099044,0.14487512,0.28412214
銀獅式初音ミク,-2.0409768,0.49104378,0.14654616,0.29843807
銀鏡イオリ,-2.0201867,0.58622146,0.15749544,0.268662
銀髪,-2.007485,0.46948677,0.14997658,0.31944793
銀髪ロング,-2.0969884,0.4733567,0.13738677,0.29023942
銀魂,-2.073648,0.48122126,0.14116003,0.29333705
銃,-2.006842,0.50544465,0.15272678,0.3021632
銃器,-2.1022828,0.50173545,0.13856532,0.27617207
銭湯,-2.0784278,0.4739935,0.1400028,0.2953686
鋼の錬金術師,-1.9959619,0.48238212,0.15264876,0.3164478
鋼鉄の咆哮,-2.0009534,0.49610677,0.15291202,0.30822402
鋼鉄ジーグ,-2.0738041,0.51178455,0.14329605,0.2799929
錠前サオリ,-2.0323675,0.51018226,0.14923628,0.2925156
錦木千束,-2.0239298,0.5113952,0.15059409,0.29447693
錨,-2.0748835,0.4692886,0.14018846,0.2987255
錨は巻き上げられ、炎の時代が始まる,-2.032989,0.48830318,0.14752333,0.30211422
錯覚,-2.1024296,0.5175655,0.13966723,0.26985422
鍋,-2.1296601,0.49215576,0.13418289,0.27264312
鍋☆,-2.020172,0.5201375,0.15184416,0.29193082
鍋響,-1.9880329,0.49142754,0.15454309,0.31447786
鍵,-2.0509336,0.46667865,0.14341122,0.30730188
鍵山雛,-2.08147,0.5584325,0.14579605,0.26108086
鎌,-2.0477817,0.46052969,0.14345442,0.31149873
鎌ALC,-2.1086447,0.56492066,0.14240545,0.25208044
鎌倉女学院,-2.0538213,0.5006166,0.14536422,0.29037035
鎖,-2.067327,0.4941919,0.14295661,0.28927347
鎖骨,-2.0287318,0.5502938,0.15299957,0.2780325
鎧,-2.0492525,0.4868041,0.14503744,0.29793802
鏡,-2.0387743,0.5786418,0.15391402,0.2659919
鏡の国鎮守府,-2.056916,0.49126908,0.14424482,0.2936167
鏡の大迷宮,-2.0170145,0.53264815,0.15333083,0.28786513
鏡もちち,-2.0427241,0.49553275,0.14661463,0.29587272
鏡開き,-2.0957026,0.54609406,0.14275959,0.26141942
鏡音リン,-2.012506,0.49182174,0.15083607,0.3066885
鏡音リン・レン,-2.0066676,0.5232893,0.15416193,0.2946017
鏡音レン,-1.9955401,0.45768577,0.1509507,0.32981297
鏡餅,-2.065421,0.50736,0.14417693,0.28417087
長いタイトルに定評のあるゲンツキ,-2.0056376,0.5177248,0.15387447,0.29721287
長乳,-2.038396,0.5410633,0.15076678,0.27864903
長宗我部元親,-2.1489289,0.48314226,0.13104486,0.27123454
長尾景虎(Fate),-1.9553988,0.51013446,0.1611725,0.3159412
長山ちゆり,-1.9905316,0.50655323,0.15532532,0.30663177
長山知由理,-2.143825,0.52728516,0.13468584,0.25543264
長手袋,-2.0846908,0.57867056,0.14700907,0.25404623
長月,-2.117683,0.4781224,0.1348783,0.2820999
長月(艦これ),-2.01904,0.48373368,0.14926367,0.3085658
長月（艦これ）,-2.0360413,0.46623448,0.14553277,0.31214502
長波,-2.0302312,0.5119716,0.14969225,0.2923839
長波(艦これ),-2.0440671,0.5407156,0.14988598,0.2771993
長波改二,-2.074387,0.50057334,0.14240214,0.28447807
長波（艦これ）,-2.0524056,0.52117884,0.14710747,0.2822591
長瀞さん,-2.1327448,0.4952632,0.133975,0.27051273
長良,-2.042348,0.4970004,0.14677663,0.29532498
長良(艦これ),-2.0833197,0.46295533,0.138601,0.2993831
長良（艦これ）,-2.0996277,0.45553637,0.13589522,0.29831916
長袖,-2.0166726,0.54050404,0.15403116,0.2849769
長身,-2.0006144,0.5181898,0.1546866,0.2985134
長身女性,-2.0300305,0.46701315,0.14646338,0.31361726
長野原みお,-2.0686855,0.47455612,0.14141114,0.29798612
長野県,-2.105376,0.5130987,0.13893615,0.2707786
長門,-2.0561173,0.5372978,0.14781809,0.2751139
長門(アズールレーン),-2.036331,0.53823936,0.15084837,0.28026262
長門(艦これ),-2.1232605,0.49381328,0.13515478,0.27369612
長門有希,-2.0357237,0.5030432,0.14819928,0.29460546
長門（艦これ）,-2.096174,0.5609469,0.14387028,0.25647753
長風呂シリーズ,-2.0483541,0.5119283,0.14700057,0.28715068
長髪,-2.08866,0.53903586,0.14321904,0.26569483
長髪行為,-2.0673609,0.5030153,0.14358203,0.28544268
長鯨(艦これ),-2.1399121,0.48286045,0.1322138,0.2738137
門松,-2.0707831,0.5118828,0.14373684,0.2808003
門番,-2.1751513,0.49114802,0.128152,0.26092336
閃乱カグラ,-2.030556,0.5072237,0.14928202,0.294312
閃光のハサウェイ,-1.9948761,0.48258862,0.15282983,0.31668758
閃刀姫,-1.9974159,0.52811795,0.15599027,0.29537013
閃刀姫-レイ,-2.0921612,0.47130802,0.13791806,0.2926283
開発コードmiki,-2.1450677,0.4760068,0.13110241,0.2754213
開眼,-2.0423143,0.47361273,0.145125,0.30642125
開脚,-2.030826,0.5123807,0.14963457,0.29203787
間宮,-2.0190918,0.49152035,0.14982374,0.30481696
間宮(艦これ),-2.155889,0.49645883,0.13098751,0.26384366
間宮（艦これ）,-2.1272457,0.44267538,0.1314321,0.29690403
