,loc,scale,expectation,cv
カレンチャン,-2.009768,0.47979832,0.15036875,0.3133999
カレンチャン(ウマ娘),-2.0819151,0.5237183,0.14301944,0.27308467
カレンチャン（ウマ娘）,-1.9665122,0.5121022,0.1595516,0.31156206
カレー,-2.1031928,0.4831049,0.13717502,0.28394458
カレーうどん,-2.0693164,0.5000871,0.14309123,0.28613263
カレーメシ,-2.0432174,0.51899904,0.14829713,0.2857368
カレーライス,-1.9907122,0.49465072,0.15437472,0.31208834
カロッゾ・ロナ,-2.093024,0.45109788,0.13652065,0.3026409
カロリーゼロ理論,-2.0694795,0.50893915,0.14370827,0.28236827
カロリー爆弾,-2.0204856,0.44615158,0.14646628,0.32828817
カワイイ,-2.0738895,0.54301107,0.1456631,0.2682507
カワイイボクと142's,-2.0586233,0.45376495,0.14146937,0.31176797
カワウソ,-2.0065417,0.52490175,0.15431169,0.29398203
カワウソ霊,-2.1265683,0.48855275,0.1343608,0.275018
カワカミプリンセス,-2.114942,0.47933722,0.13532715,0.2823214
カワカミプリンセス(ウマ娘),-2.0959263,0.47025475,0.13733163,0.29203668
カワカミプリンセス（ウマ娘）,-2.083444,0.52639586,0.14300184,0.27166218
カワサキ,-2.1194427,0.5357124,0.13862973,0.2587764
カワシン,-2.1135695,0.5655047,0.14175265,0.25066572
カワセミ,-2.0834634,0.47491914,0.13936076,0.29344103
カンガルー,-2.0763438,0.4829554,0.14089774,0.2917407
カンザシフウチョウ(けものフレンズ),-2.0360494,0.46752453,0.14561929,0.31146878
カンナ,-1.9849805,0.5267535,0.15782855,0.29962507
カンナカムイ,-2.0435627,0.53026146,0.14912447,0.28122818
カーズ,-2.0791333,0.483142,0.14051792,0.29084188
カーチェイス,-2.1013775,0.5196984,0.13996899,0.26932734
カーテシー,-2.0206838,0.49405736,0.14977255,0.30314812
カーテン,-1.9529121,0.58472556,0.16830792,0.28784087
カーディガン,-2.0414107,0.54742163,0.15083398,0.2755353
カートゥーン,-2.094313,0.47350484,0.13776451,0.29094636
カード,-2.0088022,0.49396545,0.15155584,0.30681464
カードキャプターさくら,-2.0394063,0.546581,0.15106715,0.27638566
カードゲーム,-2.0488856,0.5218402,0.14767711,0.28299296
カードゲームではよくあること,-2.0217087,0.4844069,0.1489144,0.30741593
カードダス,-2.0550394,0.5296147,0.14737226,0.27826318
カーネル・サンダース,-2.1325142,0.52074885,0.13575214,0.2606864
カーネーション,-1.9896929,0.5368106,0.15792893,0.2941986
カービィ,-2.0176086,0.47141665,0.1486008,0.3152218
カービィ何喰ったお前,-2.050248,0.53872484,0.14880246,0.27621236
カーマ,-2.10034,0.54388636,0.14192824,0.26095203
カーマ(Fate),-2.0564044,0.48524657,0.1438949,0.29653975
カーリー,-2.057151,0.47119367,0.14282441,0.3031119
カーリーブレイス,-2.0812924,0.50288516,0.14158632,0.28154802
ガァルル,-2.0615385,0.48918077,0.14343268,0.29320997
ガイア,-2.0141323,0.45489335,0.14798146,0.32531023
ガイガン,-2.0960176,0.47417155,0.13757333,0.2901341
ガイジ,-2.07779,0.4769209,0.14028724,0.294152
ガイナ立ち,-2.0035388,0.5268632,0.15493548,0.29407156
ガイノイド,-2.0532115,0.4681566,0.1431838,0.30584595
ガイノイドTalk,-2.1557324,0.5306397,0.13332799,0.25125897
ガイノイドTalkフリー立ち絵リンク,-2.1358805,0.46332127,0.13152646,0.28387743
ガイノイドtalk,-2.0728498,0.4885062,0.14177266,0.2902167
ガガガガール,-2.0900888,0.5357751,0.14276415,0.26646283
ガキおね,-2.0452666,0.49339706,0.14608796,0.29608598
ガスト,-2.0807452,0.4775341,0.13991421,0.29299316
ガスマスク,-2.071341,0.5302249,0.14503622,0.27353716
ガタッ,-2.0572793,0.4666251,0.14250049,0.3053854
ガチを挟まないと死んじゃう病,-2.0677018,0.5464656,0.14684325,0.26871455
ガチムチパンツレスリング,-2.1435637,0.52888465,0.13483489,0.25494194
ガチムチパンツレスリングシリーズ,-1.99175,0.56198734,0.15979955,0.28434724
ガチモン,-2.0713022,0.4933945,0.1423334,0.2884779
ガチャ,-1.9716465,0.5142599,0.15891036,0.3090079
ガチャッポイド,-2.095282,0.48167282,0.13816899,0.28685236
ガチ勢,-1.9842563,0.4971399,0.15556647,0.31292292
ガッkoya,-2.0111578,0.4664759,0.14921638,0.31988016
ガッチマン,-2.0524762,0.5018171,0.1456475,0.2902402
ガッチャマンクラウズ,-2.0524848,0.4920383,0.14494021,0.29457098
ガッツ,-2.0765007,0.4969512,0.14184499,0.28543043
ガッツポーズ,-2.0461602,0.5476837,0.15014085,0.27413788
ガッツ星人,-2.0385606,0.5373811,0.15044296,0.2799558
ガデテル,-2.0628898,0.49895233,0.14393216,0.28846878
ガトリングガン,-2.099495,0.47744554,0.13730948,0.2875919
ガニ股,-2.0500643,0.5127224,0.14680909,0.28633252
ガノンドロフ,-2.0588965,0.50134695,0.14468126,0.2885851
ガバガバ物理演算シリーズ,-2.1110492,0.48950064,0.13652551,0.27890772
ガバ穴ダディー,-2.0460017,0.49795505,0.1463108,0.29382333
ガム,-2.0237696,0.51333684,0.15076812,0.29370213
ガムテープ,-2.0517378,0.4922036,0.14506032,0.2947161
ガメラ,-2.0047345,0.50806916,0.15325266,0.3016374
ガラケー,-2.0024717,0.4636063,0.15031739,0.324235
ガラシャ,-2.0757215,0.46822098,0.14000095,0.29900616
ガラス,-1.9694504,0.48555806,0.15699096,0.3233207
ガラスの仮面,-2.0457828,0.5283791,0.14864555,0.28132367
ガラス越し,-2.0735755,0.5231934,0.14417754,0.27557215
ガリィ・トゥーマーン,-2.1020012,0.5198194,0.13989052,0.26911372
ガリガリ君,-2.092615,0.47660878,0.13820228,0.28997007
ガルパン,-2.012035,0.5044923,0.15186268,0.30102083
ガルーラ,-2.0873933,0.5216984,0.142088,0.27235657
ガン×ソード,-2.0687668,0.50263816,0.14335312,0.28520143
ガンこれ,-2.041564,0.48964903,0.14636001,0.298908
ガンキャノン,-2.0077062,0.53341484,0.154828,0.29025814
ガンギマリ,-2.0926573,0.46525994,0.13745977,0.29544726
ガングート,-2.0286882,0.49191454,0.14842163,0.30172238
ガングート(艦これ),-1.9793684,0.49658275,0.15628543,0.31472185
ガングート（艦これ）,-1.9728091,0.49867868,0.1574781,0.3157907
ガンゲイル・オンライン,-2.0981302,0.5163534,0.14018115,0.27148294
ガンスリンガーガール,-2.121814,0.5134007,0.13669217,0.26624852
ガンダム,-2.1034074,0.5431656,0.14143813,0.26039594
ガンダム00,-2.1028395,0.49062267,0.13772666,0.2807181
ガンダムMk-Ⅱ,-2.024654,0.4593862,0.14673367,0.31941244
ガンダムSEED,-1.9522326,0.5325352,0.16358285,0.30717754
ガンダムSEEDDESTINY,-2.0390694,0.5438854,0.15089612,0.277441
ガンダムUC,-2.0456154,0.5352633,0.14921576,0.27877077
ガンダムW,-2.1556747,0.4608872,0.12880364,0.2794689
ガンダムX,-2.0174372,0.47764271,0.14906602,0.31208685
ガンダムZZ,-2.04905,0.47094688,0.14396939,0.30570197
ガンダムハルート,-2.1406436,0.47342968,0.13152273,0.27780837
ガンダムビルドダイバーズ,-2.0405395,0.5213274,0.14887497,0.28556907
ガンダムビルドファイターズ,-1.9928551,0.46093324,0.15158251,0.32886
ガンダムブレイカー,-2.049985,0.5503609,0.1497877,0.27216268
ガンダムブレイカー3,-2.0570722,0.45060027,0.14148638,0.31399533
ガンダム・エアリアル,-2.019545,0.5239712,0.15224381,0.2905576
ガンダム・センチネル,-2.0205631,0.45202798,0.14684194,0.32485145
ガンダム・バルバトス,-2.1000218,0.48020482,0.13741861,0.28616667
ガンダム・バルバトスルプスレクス,-1.9789988,0.45613474,0.15335967,0.3362157
ガンダム試作2号機,-2.024718,0.47107795,0.14752454,0.31316376
ガンナー,-2.039584,0.50074273,0.14745796,0.29447848
ガンバスター,-2.162891,0.5194282,0.1316,0.25335553
ガンビア・ベイ,-1.9672863,0.49067086,0.1577242,0.32144603
ガンビア・ベイ(艦これ),-2.0965817,0.43445766,0.13503721,0.3108179
ガンビア・ベイ（艦これ）,-2.02709,0.48154864,0.14791085,0.30715662
ガンプラ,-2.0503228,0.46417758,0.1433319,0.30878678
ガンマン,-2.0627038,0.5019451,0.14417472,0.28723207
ガヴリールドロップアウト,-2.0323806,0.55126536,0.15252392,0.27667966
ガーター,-2.0155778,0.46848935,0.14869818,0.31739926
ガーターベルト,-2.0744104,0.48646298,0.14141063,0.29069147
ガーターリング,-2.019824,0.4605806,0.14752513,0.32030255
ガーティックフォン,-2.06565,0.50886714,0.14425437,0.2834814
ガーディ,-2.0897942,0.53061813,0.1424141,0.2683928
ガーディアンテイルズ,-2.0740585,0.4770075,0.14081752,0.29521027
ガープス,-2.0659292,0.435832,0.13932383,0.31967324
ガーベラ・テトラ,-2.0925655,0.4813946,0.13852629,0.28776038
ガーリーエアフォース,-2.1576655,0.49272984,0.13051407,0.26487958
ガール,-1.9458847,0.5292074,0.16433398,0.31052852
ガールズ&パンツァー,-2.040432,0.43539754,0.14289482,0.3281939
ガールズアンドパンツァー,-2.0416844,0.54731375,0.15078382,0.27549797
ガールズ＆パンツァー,-2.0570464,0.4391551,0.14077143,0.3205506
ガールフレンド(仮),-2.167776,0.54193884,0.13253254,0.24455257
キ,-2.0030751,0.56102526,0.15791467,0.28147516
キクリ,-2.1385067,0.49499393,0.13318752,0.269069
キス,-2.0809093,0.49211892,0.14088395,0.2862803
キスの日,-2.010417,0.4968058,0.15152435,0.30499715
キスショット,-1.9904194,0.4996332,0.15480287,0.30983305
キスマーク,-2.0424867,0.49541774,0.14664109,0.29599482
キスメ,-2.013852,0.54810953,0.15510704,0.28298548
キス顔,-2.0322149,0.50258946,0.14868627,0.2958404
キズナアイ,-1.9797696,0.45882708,0.15343037,0.33439693
キセル,-2.0798671,0.4802226,0.14021754,0.29198447
キタキツネ,-2.064377,0.45788968,0.14092244,0.30776507
キタキツネ(けものフレンズ),-2.0460339,0.5097727,0.14717989,0.28871667
キタキツネ（けものフレンズ）,-2.0471823,0.5052217,0.14667182,0.29031178
キタサト,-2.021624,0.55383915,0.15439284,0.27876836
キタサンブラック,-2.062251,0.47117823,0.14209683,0.30157766
キタサンブラック(ウマ娘),-2.0339293,0.48408648,0.14708282,0.30383584
キタサンブラック（ウマ娘）,-2.0367434,0.49009344,0.14709927,0.30014536
キチガイ,-2.0127904,0.5068575,0.15192959,0.29974812
キック,-2.0582783,0.47730148,0.14307733,0.29976302
キッド,-2.091688,0.47583202,0.13827929,0.29060528
キツネ,-2.0517213,0.49183255,0.14503624,0.29488945
キツネサイン,-2.085698,0.47723007,0.13920277,0.291689
キツネツキ式重音テト,-2.0040894,0.5113043,0.15360464,0.30041724
キツネ耳,-2.0947888,0.54193825,0.14256743,0.2630695
キティちゃん,-2.1042306,0.45726708,0.13537805,0.29605904
キテルグマ,-2.082991,0.5102502,0.14187437,0.27804863
キノコ,-2.0627756,0.5021088,0.14417623,0.2871414
キノピオ,-2.0123534,0.48188415,0.15013096,0.3115499
キマシ,-2.081908,0.49916857,0.14123596,0.2829424
キマシタワー,-2.0253305,0.48344484,0.14830695,0.3067712
キムワイプ,-2.1034677,0.4867423,0.13737942,0.28224263
キメラ,-2.0646002,0.47349373,0.14191854,0.29972634
キメ顔,-1.9784921,0.48459613,0.1555053,0.3208967
キモい,-2.0679133,0.4998481,0.14327502,0.28663713
キモけーね,-2.131785,0.5417752,0.13737722,0.25356865
キモオタ平野,-2.0802205,0.5101279,0.1422591,0.27886948
キモカワ,-2.119045,0.5153091,0.1372058,0.26625922
キモーイガールズ,-2.0805063,0.49716347,0.14129284,0.28419796
キャシャーン,-2.0287325,0.47686532,0.14733708,0.30897
キャスケット,-2.0518222,0.44037682,0.14158483,0.32150835
キャスター,-2.084803,0.5415112,0.14396487,0.2658576
キャストオフ,-2.0964606,0.46190855,0.1367254,0.29600102
キャス狐,-2.0328805,0.5303257,0.15073109,0.28422362
キャタピー,-2.091722,0.4887407,0.13913812,0.28468698
キャッキャウフフ,-2.0145934,0.5249654,0.15307933,0.2915989
キャットファイト,-2.0633585,0.5292517,0.14612325,0.27609405
キャプションで台無し,-2.0315614,0.55857253,0.15326916,0.27439436
キャプション芸,-1.9800057,0.51965815,0.15802793,0.3040998
キャプテンハーロック,-2.0823934,0.5278157,0.14325935,0.27141926
キャプテン・ムラサ,-2.129977,0.47817606,0.13323367,0.2786289
キャプテン・ムラサのケツアンカー,-2.0925066,0.4682767,0.13767423,0.29400188
キャミィ,-2.022478,0.51749164,0.15128657,0.2923459
キャミソール,-1.999828,0.5164708,0.15467069,0.29947615
キャメルクラッチ,-2.0145154,0.51851517,0.15257691,0.29425737
キャラ,-2.040501,0.49641004,0.14700486,0.29613593
キャラクター,-2.2528884,0.46791208,0.11725344,0.25058863
キャラクターデザイン,-2.0222116,0.51444626,0.15108933,0.29369313
キャラチップ,-2.0660603,0.5320413,0.14594488,0.27431118
キャラデザ,-2.1194613,0.52861536,0.13810456,0.26125717
キャラ設定,-1.9716804,0.4742542,0.1557938,0.32850274
キャル,-2.1333187,0.5131562,0.13511162,0.26329532
キャロル,-2.0522406,0.482247,0.14428575,0.29919472
キャロル・マールス・ディーンハイム,-1.9893196,0.52593166,0.15707727,0.29866478
キャンディ,-1.9476016,0.46641642,0.15900344,0.34090444
キャンディー,-2.1051364,0.48360705,0.1369419,0.2831677
キャンプ,-2.1821601,0.49053404,0.1272186,0.25934714
キャ食,-1.9894633,0.4620133,0.15217333,0.32937002
キュアアクア,-2.0757337,0.49976102,0.14215276,0.28444147
キュアウィング,-1.962274,0.5052177,0.15966915,0.3160403
キュアエコー,-2.0341556,0.46457255,0.14569473,0.3136103
キュアグレース,-2.1577227,0.4938694,0.13058,0.26440188
キュアコスモ,-2.0130727,0.49448317,0.15094858,0.30526537
キュアコーラル,-2.0812678,0.4858317,0.14040115,0.28899133
キュアショコラ,-2.0589213,0.5485092,0.14830413,0.27037677
キュアジェラート,-2.088848,0.49161357,0.13973519,0.28423786
キュアスカイ,-2.0028996,0.5315782,0.1554219,0.29237825
キュアスパークル,-2.0342734,0.5526448,0.15235145,0.275677
キュアハート,-2.0200114,0.43660763,0.14591977,0.3342126
キュアパイン,-2.0128627,0.48316714,0.15014745,0.31075674
キュアビート,-2.034875,0.52738816,0.15019725,0.2847945
キュアピース,-2.0482252,0.5068136,0.146637,0.28933123
キュアフェリーチェ,-2.0992963,0.48974505,0.13815607,0.28209794
キュアブラック,-2.046358,0.5073107,0.14694805,0.28966087
キュアプリズム,-2.0133529,0.56644356,0.15677811,0.27677622
キュアプレシャス,-2.0098314,0.4815328,0.1504846,0.31251162
キュアマリン,-2.0397553,0.5002566,0.14739679,0.29464236
キュアマーメイド,-2.0998929,0.46121573,0.13621335,0.29533544
キュアミラクル,-2.0798604,0.47255498,0.13970721,0.29564223
キュアミルキー,-2.0761082,0.46545428,0.13976619,0.30027908
キュアメロディ,-2.1016865,0.47265276,0.13669732,0.289213
キュアヤムヤム,-2.0221658,0.50419885,0.15030968,0.29811588
キュアラメール,-2.0002325,0.4626701,0.15058906,0.3254783
キュゥべぇ,-2.063498,0.48417765,0.14280373,0.29494077
キュゥべえ,-2.1337614,0.5121764,0.13498402,0.26354986
キュウリ,-2.046974,0.5008779,0.14638217,0.2922512
キュルル,-2.0845182,0.47959322,0.13952473,0.29092306
キュルル(けものフレンズ),-2.1256368,0.5066273,0.13570102,0.26785174
キュルル（けものフレンズ）,-2.1650853,0.5420402,0.13289692,0.24517906
キューティーハニー,-2.026781,0.48607543,0.14828095,0.3050575
キュート,-2.1279957,0.5160701,0.13603657,0.26360095
キョウカ(プリコネ),-2.0145617,0.42791095,0.14616667,0.34158197
キョロちゃん,-2.0317984,0.48702666,0.14760716,0.3030782
キョン,-2.0087779,0.48224634,0.15069504,0.3124856
キョンシー,-1.9556801,0.58470476,0.16784064,0.28705195
キョン乳,-1.949668,0.49251673,0.1606734,0.3262293
キョン子,-2.0734522,0.4800599,0.14110889,0.29394016
キヨ,-2.0540476,0.46252045,0.1426894,0.308504
キラキラ,-1.9662672,0.47128385,0.15641962,0.33190107
キラキラ☆プリキュアアラモード,-2.0137148,0.5135881,0.15231135,0.29656327
キラッ☆,-2.1412976,0.49698812,0.13294777,0.26750696
キラッとプリ☆チャン,-2.026024,0.52856964,0.15162708,0.286863
キラ・ヤマト,-2.03163,0.5224593,0.15029606,0.28767034
キラー・ホエール(艦これ),-2.0251849,0.5163486,0.15078853,0.29202855
キラ星シエル,-2.0749872,0.49574557,0.14197487,0.28638655
キリアス,-2.0543382,0.5114489,0.14608769,0.28563496
キリコ・キュービィー,-2.0301094,0.46482575,0.14630264,0.31474727
キリト,-2.0821903,0.5016293,0.14137007,0.28182182
キリン,-2.071252,0.52019346,0.14428692,0.27737164
キリン改二,-2.021784,0.48878765,0.14922091,0.3052878
キルミーダンス,-2.0458784,0.46161085,0.1437994,0.3115165
キルミーベイベー,-2.0779853,0.4847584,0.14078942,0.29043213
キルラキル,-2.0580266,0.529522,0.14692548,0.27746812
キルリア,-2.0635817,0.53877187,0.14683524,0.27253693
キレイハナ,-2.0977266,0.5464148,0.1424959,0.26078337
キレネンコ,-1.9849079,0.53338104,0.15839551,0.29696503
キンイロリョテイ(ウマ娘),-2.0224884,0.529756,0.15225971,0.2874148
キンウラ,-2.0391536,0.51892895,0.1488956,0.28692868
キンキンに冷えてやがるっ・・・!!,-2.1080534,0.4936413,0.13721412,0.27796322
キングギドラ,-2.0658488,0.50830764,0.14418465,0.28365627
キングクリムゾン,-2.1000028,0.5314974,0.14103347,0.26535118
キングゲイナー,-2.09355,0.46327636,0.13721071,0.29617465
キングコブラ(けものフレンズ),-1.99629,0.49267295,0.1533662,0.3112941
キングコング,-2.1610277,0.56100565,0.13484032,0.24035466
キングゴジュラス,-2.0653594,0.51378846,0.14465985,0.28155527
キングジョー,-2.035987,0.5280153,0.15008,0.28423417
キングスライム,-2.07768,0.47654036,0.1402772,0.29436585
キングダムハーツ,-2.1309073,0.49659735,0.13431025,0.27046105
キングドラ,-2.117265,0.47965154,0.13503355,0.28152427
キングプロテア,-1.9469526,0.46116924,0.15871994,0.34416854
キングヘイロー,-2.0409424,0.51694447,0.14847678,0.28721997
キングヘイロー(ウマ娘),-2.0474072,0.5371028,0.14909561,0.2775923
キングヘイローが好きすぎる人,-2.0527053,0.49421382,0.14506379,0.29352435
キングヘイロー（ウマ娘）,-1.9946337,0.5101422,0.15497194,0.30378184
キング・クリムゾン,-2.0360394,0.47381374,0.14605244,0.30824864
キンシコウ(けものフレンズ),-2.0756853,0.5164297,0.14336874,0.2776152
キンシコウ（けものフレンズ）,-1.9763689,0.5008105,0.15708576,0.31366307
キン肉バスター,-2.023849,0.49306965,0.14922647,0.30264786
キン肉マン,-2.011089,0.5288272,0.1539296,0.29107732
キービィ,-2.063014,0.52495146,0.14584263,0.27782115
キーホルダー,-2.0955615,0.5042401,0.13967563,0.27700225
キーボード,-2.1296608,0.5341433,0.13710526,0.25668252
キーボードクラッシャー,-2.1113157,0.4757976,0.1355894,0.28497288
ギザ歯,-2.0511227,0.51020783,0.14646532,0.28706992
ギタリスト,-2.1178226,0.51982975,0.13769542,0.2648856
ギター,-2.1602242,0.4732399,0.12896088,0.27250636
ギター女子,-1.8890146,0.49793416,0.17117901,0.3437784
ギップル,-2.0937948,0.53322047,0.14204195,0.26638502
ギニュー特戦隊,-2.1187255,0.49858585,0.13609098,0.27295396
ギャオス,-2.048025,0.457651,0.14323013,0.31296802
ギャグ,-1.9839076,0.48000082,0.15432304,0.32150578
ギャグマンガ日和,-2.0850244,0.46667948,0.13860467,0.29700184
ギャグ漫画,-2.1197262,0.5292185,0.13811204,0.26097357
ギャップ萌え,-1.9928776,0.48401174,0.15324095,0.31660587
ギャラクシーエンジェル,-2.030091,0.50647193,0.14929454,0.29477358
ギャラ子,-1.9697325,0.4985394,0.15795238,0.3168303
ギャラ子素材リンク,-1.9696546,0.48269874,0.1567418,0.32471973
ギャリー,-1.9825877,0.5037035,0.15633892,0.31037888
ギャル,-2.0313177,0.46722904,0.14628972,0.31310067
ギャルを信じてやってください,-2.048954,0.5288766,0.14821391,0.2802429
ギャルゲー,-2.0493438,0.47121337,0.14394519,0.3054777
ギャル子,-2.0050635,0.5174476,0.15394074,0.29750016
ギャル崎さん,-2.0540462,0.4786698,0.14377816,0.30037025
ギャン,-2.0949943,0.53652406,0.14212258,0.26489508
ギャンブル,-2.061352,0.49727207,0.14403309,0.28964645
ギラティナ,-2.1553564,0.5160362,0.13236266,0.25649878
ギリシャ,-2.120046,0.4692548,0.13399592,0.28555045
ギリシャ神話,-2.1098652,0.5745826,0.14301689,0.24890572
ギルガルド,-1.9937521,0.48936313,0.15350623,0.31368575
ギルティギア,-2.0223236,0.45130077,0.14653553,0.32469594
ギロチン,-2.022266,0.50506055,0.15036002,0.2977069
ギンギツネ(けものフレンズ),-2.083461,0.505793,0.14148694,0.2797329
ギンギツネ（けものフレンズ）,-2.055809,0.54900026,0.14880653,0.27105
ギンコ,-2.0452025,0.48039797,0.14517558,0.30219856
ギーグ,-2.0230904,0.4787729,0.14830585,0.30976242
ギース・ハワード,-2.108472,0.5224835,0.13918133,0.26638415
ク,-2.0379333,0.49113327,0.14699931,0.29930636
クイズ,-2.079754,0.47452915,0.13985276,0.294719
クイズマジックアカデミー,-2.0531392,0.54131645,0.14858064,0.2744802
クイーンオブバスト,-2.08778,0.51299506,0.14139499,0.27562642
クイーンズブレイド,-2.065314,0.5080204,0.14424072,0.28392702
クイーン・エリザベス(アズールレーン),-2.0569665,0.5317333,0.14725399,0.27693206
クォート,-2.1373012,0.47739178,0.13221183,0.2769462
クオン,-2.0747519,0.48151731,0.14102441,0.29287505
クサガメ,-2.1236432,0.52288485,0.13711451,0.26222697
クシャトリヤ,-2.0698428,0.44731772,0.13948527,0.31182593
クジラックス,-2.032439,0.49645746,0.1481983,0.2985116
クズ,-2.0518582,0.4965395,0.1453541,0.29273424
クソT鎮守府,-2.0016873,0.4887515,0.15224741,0.3115027
クソガキ,-2.1150928,0.5499276,0.1403126,0.2551474
クソクリ☆,-2.0396905,0.51388246,0.14842837,0.2888372
クソゲー,-2.0345511,0.45961794,0.14530407,0.31614098
クソコラ,-2.0435467,0.45812967,0.14390452,0.31411308
クソ提督,-1.9798716,0.48378327,0.15522984,0.32086647
クソ犬☆,-2.0405364,0.4610082,0.14452942,0.31350726
クッキングヘイロー,-2.0941672,0.5194371,0.14096273,0.27137595
クッキー,-1.9507594,0.5208674,0.16282034,0.3125946
クッキー☆,-2.0025465,0.50126445,0.15306179,0.30535138
クッキー☆MAD素材リンク,-2.060514,0.4962389,0.14407986,0.29034376
クッキー☆mad素材リンク,-2.1499438,0.4970727,0.13180876,0.26516998
クッキー☆☆,-2.062284,0.4941538,0.14367665,0.29075292
クッキー☆の中盤あたりに出てくるニワトリ,-2.0329676,0.5312351,0.15079075,0.2838494
クッキー☆アニメ化計画,-2.0283177,0.5720237,0.15494081,0.27086434
クッキー☆ランキング,-1.9958678,0.45999318,0.15106107,0.3283985
クッキー☆厨,-2.036562,0.511724,0.14872873,0.29064247
クッキー☆投稿者,-2.0980372,0.5116692,0.13985704,0.27333486
クッキー☆素材リンク,-2.0192382,0.5071853,0.15097822,0.29767865
クックロビン音頭,-2.068984,0.5028733,0.14333893,0.28503984
クッション,-2.0598536,0.499872,0.14443617,0.2889463
クッソー☆,-2.0487037,0.4892851,0.14529288,0.29694933
クッパ姫,-2.0278459,0.4911086,0.14848785,0.30235237
クトゥルフ,-2.0097182,0.45200136,0.14844131,0.328409
クトゥルフ神話,-2.0507538,0.49772346,0.14560038,0.29253268
クトゥルフ神話TRPG,-2.033302,0.52819514,0.15049776,0.28492835
クトゥルフ神話trpg,-2.1120439,0.48548478,0.13612303,0.2803858
クドリャフカ,-2.0413435,0.49027354,0.1464371,0.29868448
クナイ,-1.95177,0.5271663,0.16319364,0.30956766
クマ,-1.9742614,0.51485413,0.15854385,0.30793935
クモ,-2.0131814,0.4986623,0.15124574,0.30330294
クラウド,-2.0809371,0.49358186,0.14098164,0.28562972
クラウド・ストライフ,-2.002947,0.4999189,0.15289748,0.30584455
クラウン,-2.0361953,0.522336,0.14960185,0.28640923
クラウンピース,-2.0194874,0.5082549,0.15102258,0.29713947
クラゲ,-2.0986295,0.50870126,0.13956274,0.2743511
クラッカー,-2.1053464,0.47432342,0.1363057,0.28736869
クラッシュバンディクー,-2.0761948,0.53368247,0.14459966,0.270947
クラピカ,-2.0476847,0.5236793,0.1479968,0.28260958
クラピカ('A`),-2.0066557,0.48376247,0.15112582,0.31239673
クラピー☆,-2.0322332,0.47962335,0.14701599,0.30652383
クラリス,-2.028481,0.49305582,0.14853583,0.3012556
クラリス(アイドルマスター),-2.04678,0.5292498,0.14856578,0.28071013
クラン・ハイル,-2.0571618,0.50490254,0.14519197,0.28756434
クリエイティブ・コモンズ,-2.0635314,0.5521526,0.14791831,0.2678939
クリオネ,-1.9512504,0.5003454,0.16104399,0.32186562
クリス,-2.0625944,0.53701466,0.14684142,0.27344024
クリスタEX,-2.0476255,0.49771103,0.14605567,0.29345477
クリスタル,-2.0662851,0.48050067,0.14215396,0.2958455
クリスタルボーイ,-2.0689306,0.45711416,0.14023244,0.30677772
クリスタ結月ゆかり,-1.9755474,0.5096922,0.15792194,0.30983788
クリスティーナ,-2.0430636,0.45663744,0.14387581,0.31507668
クリスマス,-2.0755212,0.46545592,0.13984835,0.30045456
クリスマスイブ,-2.0690606,0.4590395,0.14033793,0.3057208
クリスマスツリー,-2.0422585,0.50300074,0.14723085,0.29270503
クリスマスプレゼント,-2.0332053,0.47223914,0.1463579,0.30992326
クリック推奨,-2.0442688,0.5387311,0.14969532,0.27786648
クリッター,-2.0900357,0.51280475,0.14106263,0.2750806
クリップスタジオ,-2.0010858,0.49538356,0.15283701,0.30852258
クリップスタジオペイント,-2.0654535,0.48912916,0.14286862,0.29208773
クリティクリスタ,-2.0563474,0.5108606,0.14575064,0.28530413
クリフト,-2.0323558,0.49537775,0.1481313,0.29902694
クリボー,-2.005364,0.5410054,0.1558252,0.28802893
クリムゾンスマッシュ,-1.991566,0.48008803,0.15315211,0.31900838
クリリン,-2.056353,0.46930298,0.1428114,0.30430534
クリーチャー,-2.0094907,0.4905687,0.15119848,0.3082106
クリームソーダ,-2.044598,0.46963155,0.14452234,0.3077356
クリームパイ,-2.1254115,0.4932874,0.13482936,0.27332819
クルマ,-2.0581193,0.48582464,0.14368865,0.29576236
クルマユ,-2.0866241,0.5079622,0.14119528,0.27796414
クルミ,-2.0318437,0.5401393,0.1516821,0.2808203
クルルァ,-2.1125298,0.5686904,0.14215669,0.24997202
クレしん,-2.0576684,0.53079706,0.14707749,0.277088
クレア,-2.1149213,0.46488392,0.13440967,0.2891252
クレイジーサイコレズ,-2.0338883,0.4738338,0.14636832,0.30890223
クレイジーダイヤモンド,-2.1062253,0.5187686,0.13922489,0.2683757
クレイジーバストダンサーズ,-1.9424039,0.500839,0.16251515,0.3244858
クレオパトラ,-2.110946,0.4536577,0.1342511,0.29593042
クレセント(アズールレーン),-2.1779523,0.5273926,0.13017432,0.24682622
クレヨン,-2.0862324,0.520279,0.14214788,0.27321473
クレヨンしんちゃん,-1.9280216,0.49511275,0.16439994,0.33204547
クレー,-2.1395142,0.4617123,0.13095191,0.28362232
クレープ,-1.8512174,0.5553417,0.18322961,0.3299403
クロエ,-2.0860205,0.5860834,0.1474489,0.25158346
クロエ(プリコネ),-2.060381,0.48976612,0.14363994,0.29328272
クロエ・フォン・アインツベルン,-1.9689432,0.5002677,0.15821359,0.31625786
クロスオーバー,-2.068781,0.5349974,0.14577809,0.27248374
クロスステッチ,-2.0454788,0.51274836,0.1474858,0.28763777
