,loc,scale,expectation,cv
7313687,-2.041636,0.45305133,0.14384654,0.700817
7339110,-1.9830148,0.51227725,0.15695427,0.5980851
7357004,-2.0918756,0.50750357,0.14042304,0.5452055
7387715,-2.087768,0.4702892,0.13845885,0.6260236
7392016,-2.018743,0.4466332,0.14675328,0.73567474
7393718,-2.1083937,0.5150717,0.13865808,0.52264863
7393902,-1.9775399,0.52072924,0.1585064,0.58455163
7398465,-2.1749425,0.5046163,0.12904118,0.506764
7446814,-2.0618682,0.5138556,0.1451708,0.5497903
7466932,-2.0556176,0.49276534,0.14453858,0.59525555
7509550,-2.0845785,0.51830727,0.14223747,0.52946764
7577432,-2.0825667,0.50091594,0.14126633,0.56300074
7589339,-2.0593357,0.45754188,0.14161214,0.6764548
7590254,-2.0570214,0.5717748,0.15053523,0.46045598
7621616,-2.0230255,0.4881249,0.14898756,0.62529945
7636270,-1.9386665,0.54299766,0.16675274,0.5655579
7662432,-1.9526117,0.5234776,0.16274068,0.59388167
7682826,-2.0515578,0.5112275,0.14647785,0.5604586
7684565,-2.1354601,0.5235749,0.13555269,0.494482
7689712,-2.0134046,0.5576044,0.15599315,0.50171053
7692154,-2.114886,0.49200112,0.13616969,0.5625333
7693125,-2.0284941,0.4835237,0.14784417,0.63236624
7693937,-2.1233268,0.5110628,0.13632219,0.5219369
7700468,-2.0171373,0.48350596,0.14953148,0.6396302
7718369,-2.0562384,0.5447623,0.14839831,0.5000516
7731425,-2.0164049,0.52679676,0.15294951,0.55114
7744582,-2.1847916,0.47003084,0.12564096,0.5686938
7750150,-2.1084542,0.48636493,0.13667099,0.5777658
7836272,-1.9565929,0.5367819,0.16324136,0.56654507
7839141,-1.9904411,0.49192137,0.15420881,0.6372617
7843370,-2.0641592,0.4447911,0.1401223,0.7082638
7850458,-2.1107588,0.45777482,0.13452843,0.6419634
7851240,-2.0278332,0.51986194,0.15066372,0.5574843
7882061,-2.042168,0.48938996,0.14625308,0.6106536
7882182,-2.1463804,0.53081894,0.13459352,0.4776737
7935198,-2.0247447,0.43241376,0.14496632,0.775297
7939963,-2.1149876,0.48684624,0.13581277,0.5730031
7973668,-2.0638838,0.5174723,0.14514893,0.5420503
7977445,-2.0366762,0.4823973,0.14655967,0.62980306
8001650,-2.0879538,0.4834523,0.13930482,0.59601736
8009216,-2.1372278,0.47135273,0.1318433,0.5934252
8034409,-1.9981674,0.53052664,0.15607198,0.5545114
8085175,-2.1608863,0.49236968,0.13007131,0.53653604
8089753,-2.0837553,0.51158106,0.1418624,0.5420489
8103190,-1.9687258,0.5099768,0.159026,0.6114589
8124445,-2.0554392,0.48825985,0.14424522,0.60506135
8141500,-2.1045601,0.50192654,0.13826336,0.54881597
8153197,-1.9914618,0.4825103,0.15334675,0.6586602
8160599,-1.9756308,0.5028948,0.15736629,0.62223923
8165676,-2.0972035,0.522293,0.14074458,0.5159449
8171475,-2.0319967,0.5412857,0.1517529,0.5179453
8180284,-2.0959105,0.49401477,0.13891608,0.5692102
8191252,-2.1199608,0.4438238,0.13246047,0.6724579
8205561,-2.1170976,0.46990716,0.13443275,0.6088088
8215321,-2.0546455,0.49353802,0.14473431,0.59419674
8222049,-2.0841906,0.5665364,0.14606424,0.45508048
8227589,-2.015621,0.47988096,0.14949712,0.649181
8229744,-2.0586495,0.49984086,0.14460795,0.57880014
8231141,-2.0826774,0.4855949,0.14018726,0.59451157
8237728,-1.961286,0.5172649,0.16081439,0.60103375
8237864,-2.1279476,0.46942547,0.13295196,0.6033391
8239672,-2.1093109,0.45379135,0.13447894,0.65304315
8248068,-2.068422,0.50068957,0.14326243,0.57147235
8251281,-2.0808663,0.49062073,0.14078633,0.5848826
8253391,-2.0289803,0.49014202,0.1482492,0.6170899
8297537,-2.0972345,0.45215788,0.13601215,0.6652693
8340745,-2.0793393,0.48283514,0.14046817,0.6025321
8369095,-1.9442941,0.5028657,0.16237333,0.6421119
8372466,-2.0690057,0.5266324,0.14509961,0.5231799
8395888,-2.06988,0.5024476,0.14317992,0.56715345
8430133,-1.9665494,0.4847816,0.15738775,0.6696975
8498358,-2.0485487,0.43576682,0.14176248,0.74653983
8502730,-2.09551,0.4668117,0.13716736,0.62945884
8513446,-2.036716,0.46737403,0.145512,0.6661464
8524125,-2.0219069,0.4806837,0.14861766,0.6432082
8541932,-2.0218222,0.5416263,0.15333308,0.52268064
8567726,-2.0761197,0.5367372,0.14484715,0.5027899
8574068,-2.0185986,0.48262557,0.14924964,0.64075595
8579952,-2.1220338,0.49549037,0.13543296,0.55163765
8580418,-1.9035442,0.49993452,0.1688783,0.6756902
8599245,-2.011038,0.5116803,0.15257032,0.5827371
8606874,-2.0532215,0.4959726,0.14511524,0.5899261
8630579,-2.1348145,0.50579685,0.13440476,0.52536654
8630809,-2.104931,0.54828745,0.14161804,0.47108793
8654351,-2.0359232,0.4568193,0.14491886,0.6944421
8662804,-2.0722091,0.5489509,0.146382,0.48575878
8682375,-2.034386,0.49637657,0.14790411,0.6002853
8723665,-2.031825,0.5306539,0.15091653,0.5359374
8731496,-2.1415963,0.52331406,0.13470508,0.49188003
8743023,-1.9654663,0.4992093,0.15868069,0.636735
8751358,-2.0200937,0.4974651,0.15011436,0.6065924
8760417,-1.9980029,0.5077215,0.15426053,0.59841675
8797068,-2.0750296,0.475142,0.14055595,0.62259036
8809282,-2.062689,0.45224214,0.1407982,0.68842244
8821886,-1.9276866,0.5476852,0.1690253,0.5634945
8824667,-1.9971769,0.42756748,0.1487081,0.81343955
8839662,-2.0010579,0.49507916,0.15281822,0.62348473
8856826,-2.059916,0.5243209,0.14624678,0.53197587
8884545,-2.0452006,0.5252558,0.14848761,0.538206
8897447,-2.0934854,0.47855368,0.13821036,0.60350275
8915318,-2.1220465,0.5383447,0.13846482,0.47776967
8917664,-2.1120331,0.49257946,0.1365976,0.5629768
8935629,-2.0551455,0.47487622,0.14336066,0.6357248
8970576,-2.0434735,0.50823313,0.1474416,0.5708133
8971961,-2.0826962,0.47893837,0.13973533,0.6091818
8983848,-2.08393,0.5036333,0.14126655,0.5569426
8985278,-1.9790368,0.46226066,0.15378584,0.7196851
9054284,-2.0650053,0.55410755,0.14786026,0.48157433
9070528,-1.961422,0.5013286,0.15949276,0.63459414
9072327,-2.113135,0.49501768,0.13661155,0.55750144
9111577,-2.0294678,0.5483242,0.15272169,0.50795573
9116641,-2.0909412,0.49664402,0.13979006,0.5667426
9133115,-2.0807247,0.5433408,0.14469676,0.49013326
9134599,-2.0648785,0.46727583,0.14146468,0.64789015
9158078,-2.100998,0.5533887,0.14257625,0.4655717
9167784,-2.1254857,0.5388275,0.13802533,0.47540015
9168679,-2.1408734,0.53954184,0.13597003,0.4670818
9187698,-2.0541701,0.54642445,0.14884046,0.49849495
9213631,-2.1123197,0.49455866,0.13669194,0.5588655
9214197,-2.0557373,0.52300924,0.14675835,0.53651774
9214394,-2.0816932,0.4787261,0.13986135,0.6102721
9222376,-2.0870454,0.5320294,0.14291319,0.504895
9232822,-2.1310575,0.46626726,0.13234344,0.60874104
9246673,-2.074867,0.5138253,0.14329371,0.54274535
9249705,-2.1320162,0.4876392,0.13357125,0.5617147
9251310,-2.097731,0.4893001,0.13834237,0.577836
9270823,-2.027919,0.4562071,0.14604264,0.70170665
9307463,-1.9916617,0.5431226,0.15815644,0.536156
9327046,-2.1110504,0.52647865,0.13911414,0.5018914
9344186,-2.01733,0.5469708,0.15447217,0.5163236
9359392,-2.068271,0.4714546,0.1412624,0.6355458
9359982,-2.0552914,0.4830944,0.1439051,0.6166123
9363881,-2.093464,0.45916075,0.1369623,0.6496382
9368263,-2.0952957,0.49733874,0.13923074,0.5628991
9407464,-2.0680609,0.48730326,0.14236963,0.59954077
9417313,-2.0648594,0.46542227,0.14134514,0.6525091
9469893,-2.0442438,0.47347018,0.14483547,0.646085
9515503,-2.0157535,0.4725609,0.14895715,0.6670306
9523317,-2.086252,0.5105526,0.1414343,0.54259247
9617686,-2.0562766,0.51231384,0.14586936,0.55576587
9627171,-2.0552893,0.5832759,0.15180115,0.44619736
9636949,-2.1198342,0.5758128,0.14169845,0.42736843
9639439,-2.0950308,0.47222826,0.13758259,0.61696357
9658113,-2.0733566,0.45141116,0.13925192,0.68337107
9659602,-2.0224717,0.5214182,0.15159647,0.5575922
9673725,-2.0705245,0.47952792,0.14148651,0.6153005
9675954,-2.0569215,0.45816323,0.1419948,0.6764442
9702541,-2.0458105,0.5568188,0.15095298,0.48687103
9706547,-2.0932457,0.49148962,0.13911356,0.5758917
9757714,-2.079722,0.49193427,0.14103852,0.58280545
9780575,-1.9774168,0.4930729,0.15631902,0.6429683
9828198,-2.047346,0.52990556,0.1485333,0.52896494
9838245,-2.0440311,0.45836148,0.14385009,0.6846899
9849042,-2.1030073,0.48153615,0.1370967,0.5912474
9866166,-2.0466204,0.58902293,0.15363951,0.4428315
9894896,-2.1147575,0.49350253,0.13628799,0.5596014
9902421,-2.0100036,0.5321892,0.15437186,0.5450496
9916888,-2.014417,0.5197557,0.15269023,0.56521374
9948099,-2.0595222,0.51361144,0.14549352,0.5515365
9959091,-1.9887072,0.57159996,0.16116221,0.49326333
9959593,-2.0857923,0.47332054,0.13893123,0.6201392
9980686,-2.1183116,0.4541467,0.13329546,0.6462834
9986999,-2.0594985,0.46495196,0.14207384,0.6572006
10028872,-2.0934496,0.52221155,0.1412679,0.5180248
10045573,-2.0857704,0.5066668,0.14122304,0.55012417
10099985,-2.054188,0.506092,0.14571197,0.56890047
10119099,-2.012871,0.5036771,0.15167342,0.5978676
10129250,-2.0524247,0.4804153,0.14413208,0.6244921
10141249,-2.1389332,0.4875624,0.13264558,0.5579977
10142803,-2.118478,0.49770954,0.13606527,0.549282
10186788,-1.9954822,0.51039183,0.15486024,0.5944735
10209742,-2.0255373,0.4986013,0.14938393,0.60089296
10215489,-2.0217595,0.45761085,0.14703926,0.70216745
10285958,-1.9626281,0.47025454,0.15691383,0.70957
10306342,-2.0319717,0.5163163,0.14976612,0.56180024
10313968,-2.111718,0.50244004,0.13731264,0.54392874
10330428,-2.0607421,0.5177365,0.14562558,0.5432755
10350088,-2.0688262,0.48228925,0.1419153,0.6101183
10397935,-2.0677788,0.5534133,0.14739406,0.4812612
10417630,-2.094971,0.5363072,0.14210936,0.4940779
10460573,-2.1081812,0.5343126,0.14009476,0.49071696
10463740,-2.0922048,0.5132105,0.14078628,0.5345265
10469009,-1.9687814,0.4658251,0.15562831,0.71720415
10506645,-2.0302644,0.48132148,0.14742596,0.6363609
10519946,-2.1657963,0.5216293,0.13136867,0.48280066
10545742,-2.0652719,0.50965315,0.14436671,0.5557988
10564139,-2.007625,0.518861,0.15365942,0.5707647
10587130,-1.997357,0.5297514,0.1561343,0.5563576
10589527,-2.1073723,0.49658963,0.13750821,0.55761355
10649050,-2.1477249,0.4871103,0.13145554,0.5540185
10673620,-2.05372,0.49835944,0.14521514,0.5846911
10674522,-2.075004,0.4874842,0.14139701,0.595003
10689502,-2.037517,0.56723845,0.15310407,0.47583392
10700475,-2.0365484,0.55615145,0.15230104,0.4923985
10703624,-2.0458052,0.476898,0.14484525,0.63687354
10704381,-2.0043046,0.5198193,0.15424724,0.5708376
10784366,-1.9779234,0.5043669,0.15712237,0.6176535
10811611,-2.125499,0.4737118,0.13354756,0.5951241
10887458,-2.0559444,0.5087452,0.14565222,0.56275123
10890958,-2.09457,0.51693445,0.14072336,0.5266174
10898372,-2.0033512,0.48919934,0.15202759,0.6352588
10964343,-2.075538,0.4698945,0.14013661,0.63467425
10968794,-2.0593584,0.5243842,0.14633322,0.53216183
10987084,-2.0242934,0.48148602,0.1483206,0.63978505
10988221,-2.1188464,0.53321034,0.13852704,0.48723382
11002909,-2.0265765,0.4843623,0.14818805,0.6316442
11009334,-1.983045,0.5072204,0.15654549,0.6084812
11048563,-2.0114086,0.48724225,0.15066355,0.6346267
11106295,-2.0341196,0.50929505,0.14890768,0.5740876
11110669,-2.0275025,0.51364,0.15022977,0.5694274
11118712,-2.0187707,0.50521284,0.15089808,0.5912007
11154946,-2.09375,0.48962855,0.13891654,0.57945603
11188648,-2.0377665,0.5402738,0.15079734,0.5166136
11194084,-2.0170612,0.52089804,0.15237756,0.56158507
11202107,-2.0840852,0.48363703,0.13985728,0.597924
11221258,-2.0618923,0.4940626,0.14372647,0.58880675
11228625,-2.1316671,0.5109066,0.13517915,0.51787716
11233272,-1.9936627,0.51732826,0.15569621,0.58176243
11237924,-2.09573,0.546682,0.14280154,0.4778189
11258719,-2.1256835,0.48792374,0.13443846,0.5647024
11281785,-2.0510294,0.5445965,0.14915985,0.50292385
11295555,-2.0149238,0.51879233,0.15253654,0.5667438
11309239,-2.0893395,0.4972199,0.14005423,0.5664991
11319338,-2.053501,0.46976453,0.14325036,0.64913535
11339039,-2.0214362,0.46273783,0.14743425,0.68853873
11339414,-2.1083145,0.5579103,0.14189292,0.4558605
11347092,-2.047861,0.5186459,0.14758304,0.54864895
11351877,-2.0898457,0.48524773,0.1391625,0.59101045
11365433,-2.0471227,0.480913,0.14493294,0.62666297
11377654,-2.0566597,0.4391571,0.140826,0.730202
11413311,-2.0735357,0.53652054,0.14520504,0.50443935
11419509,-2.0663075,0.536334,0.14624377,0.5084014
11421280,-2.0342274,0.45417416,0.14499004,0.70289963
11451148,-2.1087906,0.51354295,0.1384941,0.5251432
11462107,-1.9872413,0.49044305,0.15459074,0.6426971
11495555,-1.9437629,0.48630723,0.16113456,0.6813453
11516723,-2.0484834,0.5157817,0.1472729,0.5535935
11528722,-2.0180862,0.5004563,0.15064068,0.6014645
11592161,-2.0911522,0.48489285,0.13895687,0.5910014
11605908,-1.9856269,0.5441578,0.15920334,0.53765345
11614601,-1.9743873,0.4781896,0.15566413,0.6807511
11621099,-2.1659393,0.4962816,0.12966622,0.52646625
11625242,-2.0637374,0.47745138,0.14230858,0.62427044
11689890,-2.0972707,0.5337213,0.14158691,0.49704304
11699585,-2.0426912,0.4828758,0.1457144,0.6249303
11738168,-2.076949,0.48268586,0.1407942,0.6043042
11742216,-1.9985329,0.57060134,0.15949543,0.48987204
11746024,-2.0391803,0.5107061,0.14826266,0.5684466
11765726,-1.9628956,0.5397304,0.16247337,0.5577356
11773636,-2.0043564,0.4589897,0.14971519,0.7106568
11810650,-2.0575645,0.48584777,0.14377,0.60907084
11816273,-2.075377,0.47772047,0.14067985,0.61643064
11877704,-1.9943197,0.4895244,0.15343125,0.640273
11886886,-2.0749254,0.46943226,0.14019203,0.6361762
11895560,-2.0229619,0.47208044,0.14785372,0.66343784
11902317,-1.9614267,0.5116914,0.16033135,0.6123535
11921629,-2.0620565,0.53848815,0.1470369,0.50707716
11945687,-1.99292,0.5190601,0.15595178,0.5788354
11982878,-2.0202267,0.48519346,0.14919212,0.63374716
11986676,-2.0363097,0.4627079,0.1452556,0.67845184
11990927,-2.0537891,0.51572365,0.14648917,0.5507715
12039203,-2.0381162,0.5018498,0.14775649,0.586677
12046032,-2.0879502,0.5203447,0.14190876,0.5241155
12050956,-2.0015085,0.50581765,0.15357247,0.60024065
12052053,-2.0734074,0.5030258,0.14271726,0.5640218
12068619,-2.0669653,0.4813576,0.14211585,0.6133478
12091984,-2.0503023,0.4615262,0.14315905,0.6720879
12093682,-2.0669591,0.4914341,0.14281498,0.59134805
12108202,-2.116665,0.4838632,0.13538903,0.57828015
12139115,-2.0649536,0.54682624,0.1472764,0.492532
12166444,-1.9676836,0.46091425,0.15544511,0.7317063
12169188,-2.0302284,0.4563872,0.14571774,0.6995931
12187281,-1.9799435,0.5398226,0.15973498,0.54814816
12220989,-2.0203128,0.55051214,0.15431167,0.50917256
12274650,-2.0160804,0.47202724,0.14887094,0.6681528
12281816,-2.0749767,0.4479237,0.13880865,0.69184446
12297549,-2.096302,0.49861607,0.13917919,0.5598114
12300591,-2.0966039,0.49247503,0.13871442,0.5719436
12304878,-2.059746,0.46074453,0.14176235,0.66779095
12308081,-2.1417265,0.45083734,0.13001579,0.6396705
12366637,-2.0691853,0.5050557,0.14346781,0.56243956
12368265,-2.061741,0.5027798,0.14437412,0.57112837
12378117,-2.1086476,0.52044827,0.1390093,0.5132024
12381866,-2.0353386,0.4464561,0.14432652,0.7240834
12387964,-2.0433235,0.5058392,0.14728484,0.57561624
12424718,-1.982127,0.52508736,0.15814096,0.57356316
12456984,-2.0220845,0.533351,0.15261258,0.53649306
12473073,-1.9937637,0.49423078,0.1538724,0.62994283
12485999,-1.97259,0.49332556,0.15709494,0.6454981
12519125,-2.0413127,0.50405365,0.1474483,0.58034503
12523249,-2.0676463,0.55481255,0.14752792,0.4792716
12542466,-2.0478225,0.4772063,0.1445746,0.6348625
12610937,-2.0632021,0.49763104,0.14379252,0.5806593
12639054,-2.106867,0.50362325,0.13806249,0.5443324
12641138,-2.0088305,0.48302466,0.15074371,0.6461013
12643318,-2.1356258,0.457942,0.13123439,0.62578726
12660104,-1.9619403,0.4531528,0.15578686,0.75865
12686796,-2.017173,0.5119102,0.151655,0.5787209
12718078,-2.026599,0.44449452,0.14546624,0.7362569
12722382,-2.095033,0.44814467,0.13606587,0.6775054
12751261,-2.0520136,0.49612838,0.14530185,0.59031385
12767346,-2.1625755,0.4874269,0.12953776,0.54522705
12779296,-2.0129056,0.522778,0.1531623,0.5604248
12786837,-2.043897,0.4799455,0.14533366,0.6309317
12790390,-1.9806854,0.5181325,0.1577956,0.58777785
12813194,-2.0724778,0.5313289,0.14495637,0.51346445
12837005,-2.019291,0.49712077,0.15020917,0.60781676
12840126,-2.0170121,0.5021001,0.15092687,0.59866786
12897471,-2.201874,0.47401994,0.12374569,0.5507276
12899186,-1.985014,0.45696676,0.15249787,0.7302887
12976870,-1.9823569,0.43994462,0.15174085,0.7839827
12984500,-2.0126786,0.48268822,0.15014037,0.64441276
13019824,-2.0402467,0.5108089,0.1481124,0.56764203
13026601,-2.1065085,0.48962924,0.13715547,0.57210857
13029306,-2.1547434,0.45557392,0.12861013,0.61966574
13038745,-2.0295606,0.4987301,0.14879365,0.59820944
13050110,-2.0144136,0.45970815,0.14826593,0.7015796
13077463,-1.9776514,0.5071439,0.15738599,0.6119327
13087074,-2.0614042,0.53301793,0.14670227,0.5163607
13090384,-1.9912015,0.52881914,0.15702085,0.56149125
13100040,-2.0828435,0.5203326,0.1426344,0.52682
13130145,-2.1329746,0.47495773,0.1326313,0.5879442
13141591,-2.0833554,0.48210216,0.1398557,0.6017305
13142012,-2.019133,0.51453614,0.15156215,0.57247823
13145014,-2.1338997,0.46888912,0.13212973,0.6009803
13159917,-2.0405872,0.46712837,0.14493313,0.6641944
13164967,-2.0232587,0.53224194,0.15234342,0.5377811
13166855,-2.0924215,0.44810095,0.136419,0.6793962
13189233,-2.0795364,0.47629115,0.14000043,0.6171409
13189842,-2.1285431,0.49455217,0.13449177,0.5498845
13201234,-2.0064528,0.47767255,0.15071462,0.6605334
13212909,-2.040612,0.4674822,0.14495352,0.6632826
13256588,-2.1121984,0.4839284,0.13599937,0.5807305
13306099,-2.0257065,0.53034276,0.1518177,0.5397704
13322834,-2.0440552,0.5191413,0.14818387,0.5498316
13326605,-1.9842356,0.4513607,0.15222853,0.74722016
13332401,-2.0716488,0.49584973,0.14245695,0.5794067
13346809,-2.1623116,0.49206123,0.12986633,0.53636235
13403925,-1.9742427,0.4532131,0.15388624,0.74919504
13405887,-2.0863144,0.49947435,0.14063643,0.56373036
13420067,-1.9941617,0.55563176,0.15884945,0.5145311
13430020,-2.0129588,0.5086433,0.15204181,0.5876738
13440094,-2.098007,0.5266551,0.14095366,0.5081873
13449209,-2.017803,0.5374803,0.15360662,0.5317223
13456185,-2.078863,0.50799435,0.14229773,0.5514171
13465981,-2.0208397,0.5734716,0.15623331,0.47506148
13472277,-2.0384045,0.5055706,0.14799103,0.578991
13478741,-2.0482163,0.5171099,0.1474133,0.5512784
13492789,-2.0067391,0.5164725,0.15360557,0.5758542
13509113,-2.1038733,0.49106997,0.13761458,0.5706603
13514303,-2.076007,0.47166938,0.140188,0.6301377
13540200,-2.0475914,0.5302718,0.1485257,0.5282074
13556950,-2.1043756,0.4956972,0.13785984,0.5610542
13564423,-2.035865,0.48985606,0.14721142,0.6134858
13584781,-1.9978379,0.44359678,0.14965107,0.7605067
13626155,-2.0231674,0.4987316,0.1497481,0.60204303
13641790,-1.9793105,0.51780534,0.15798593,0.58923066
13647757,-2.0557313,0.5104076,0.14580673,0.55968446
13680687,-2.017513,0.4739253,0.14879133,0.6624572
13692159,-2.0694237,0.52396965,0.14483625,0.52755165
13723786,-2.083097,0.45024598,0.1378297,0.679897
13731250,-1.9922309,0.47698793,0.15282342,0.67169964
13736320,-1.9832765,0.53141564,0.1584882,0.56121373
13746938,-2.0574682,0.46539494,0.14239193,0.6574187
13750129,-2.0443928,0.47270742,0.14476167,0.64784145
13757544,-2.0758455,0.46000195,0.13945064,0.6590239
13768001,-1.9729971,0.5142159,0.1586923,0.600157
13775990,-2.0697374,0.52733994,0.14504755,0.52158976
13783738,-2.0313604,0.53088903,0.15100554,0.53577864
13804582,-2.0533097,0.5328205,0.14787902,0.5208884
13825396,-2.0353682,0.5405595,0.15118276,0.5173868
13831641,-2.0196428,0.51545984,0.15155703,0.57040906
13840709,-2.0395467,0.48432767,0.146276,0.6235834
13864083,-2.0440538,0.49847692,0.14663422,0.59012663
13890256,-2.1147504,0.527589,0.1386815,0.49822673
13904016,-2.1380546,0.5245268,0.13526893,0.49165756
13923101,-2.0157917,0.5370678,0.15388176,0.5334933
13925081,-1.9812075,0.5109359,0.15713032,0.60190386
13932080,-2.0947788,0.49325573,0.13902129,0.5713958
13968504,-1.9821881,0.47028136,0.15387636,0.69575506
13991520,-2.072382,0.48007432,0.14126097,0.6129221
14001188,-2.0875883,0.5517416,0.14436956,0.47424653
14040999,-2.144953,0.5115136,0.13343646,0.50998825
14072385,-2.0097005,0.48485225,0.1507459,0.64124894
14086989,-2.021457,0.5288994,0.15234774,0.5446154
14119268,-2.076324,0.54847693,0.145743,0.48447457
14130233,-2.0793798,0.5193475,0.14305604,0.53038365
14132496,-2.1429205,0.5192585,0.13424271,0.49787864
14142573,-2.0477414,0.488459,0.14537403,0.6092992
14146462,-2.0611756,0.5138143,0.14526829,0.5502481
14152657,-2.0396693,0.53043014,0.14971958,0.5321355
14185763,-2.0600805,0.5514142,0.14836918,0.48796406
14194632,-2.054242,0.48248333,0.1440137,0.61864173
14208359,-2.1133153,0.47378987,0.13518961,0.602243
14262370,-2.0106494,0.49575227,0.15140994,0.61606276
14282905,-2.1150198,0.4616476,0.1341951,0.6296736
14313920,-1.9738467,0.4969993,0.15718332,0.63634837
14351818,-2.0210946,0.48213065,0.14884207,0.64031875
14393332,-2.0832067,0.58056736,0.14738938,0.43728137
14417905,-2.0489001,0.56190634,0.15091616,0.47797796
14420406,-2.0834148,0.46099937,0.13846266,0.6515264
14426922,-2.0615056,0.4769479,0.14259228,0.62683624
14455614,-2.1208968,0.46756467,0.133776,0.61192024
14476982,-1.9938413,0.6014311,0.16316691,0.45108706
14503697,-1.9879014,0.5193176,0.15675737,0.58124846
14529098,-2.068346,0.52679837,0.14520805,0.5232411
14530139,-2.0566542,0.51705915,0.14617085,0.54673934
14540899,-2.0009928,0.49260104,0.15264125,0.62904435
14542761,-2.02119,0.47087598,0.14803186,0.6676397
14567123,-2.0389888,0.47216567,0.14550881,0.6526802
14600189,-2.08034,0.5324498,0.14390692,0.5076032
14631287,-2.094971,0.49951252,0.13942692,0.55879676
14675118,-2.1312616,0.521496,0.13597524,0.49998602
14699942,-2.0950758,0.5041667,0.1397383,0.54975235
14734772,-2.0686998,0.49189144,0.14259866,0.58935493
14737222,-2.1145656,0.45179468,0.13365327,0.65478295
14802669,-2.070643,0.5001275,0.14290443,0.5713263
14827228,-2.1264036,0.49316126,0.13468729,0.55379456
14843535,-2.0819368,0.4967213,0.14105988,0.57171285
14849319,-2.0050962,0.5151339,0.15375195,0.5794025
14869841,-2.030419,0.5141334,0.14983022,0.5668234
14894152,-2.093642,0.51719177,0.14087275,0.52665204
14894902,-2.056038,0.47646892,0.14334133,0.63139665
14895326,-2.0369515,0.4924024,0.14723557,0.6072568
14908362,-2.1322813,0.5209198,0.13579586,0.50043166
14962700,-2.087887,0.50228775,0.14061348,0.557342
14979720,-2.0336618,0.5337245,0.15088597,0.52968127
15024025,-2.0425496,0.46075448,0.14422189,0.6793476
15024893,-2.0161617,0.46444976,0.1483316,0.6876322
15086899,-2.033358,0.5049277,0.14869143,0.58321345
15136514,-2.0850604,0.5352188,0.14344111,0.50073844
15140730,-2.1474233,0.5882936,0.13884756,0.4011899
15146164,-2.0892115,0.50182974,0.14039506,0.5574925
15165054,-2.0948331,0.48168603,0.13823192,0.5957722
15171336,-2.0127141,0.4894872,0.15063204,0.62868726
15177360,-2.0142658,0.5281654,0.15338774,0.5498583
15191818,-2.1329968,0.5545503,0.13817507,0.4493118
15239346,-2.0656254,0.51887596,0.14500178,0.53857505
15242046,-2.0831056,0.5099205,0.14183426,0.54547673
15255409,-2.1142197,0.47382188,0.13506947,0.6016266
15257928,-2.0882337,0.48240831,0.13919564,0.59813064
15259061,-2.0740395,0.48471358,0.14134298,0.6015945
15263247,-2.1006548,0.48970935,0.13796611,0.57530165
15287857,-2.0633101,0.5089682,0.14459972,0.5581953
15294472,-2.064519,0.49384195,0.14333381,0.587723
15304729,-2.0914152,0.4495593,0.13664576,0.67611754
15367734,-2.0079696,0.495762,0.15181698,0.61769474
15418678,-2.0021825,0.48541066,0.15192464,0.64477706
15420455,-2.0203052,0.5240513,0.15213451,0.5539622
15441713,-2.0870595,0.4610208,0.13796028,0.64910215
15476023,-2.12346,0.46398246,0.13321109,0.6187814
15482295,-2.1039152,0.49403659,0.13781004,0.56462824
15483033,-2.101195,0.46214613,0.13609453,0.6372092
15501340,-2.0585895,0.57327026,0.15042809,0.45773077
15509406,-2.0711105,0.4992036,0.14277169,0.57291037
15513192,-1.9401205,0.5065051,0.16335219,0.636733
15556730,-2.084125,0.504915,0.1413303,0.55436873
15564036,-2.0605938,0.48090342,0.14299299,0.61829966
15600747,-2.1211617,0.47747925,0.13436861,0.5893711
15604322,-2.195889,0.43081123,0.12207864,0.6577573
15648339,-2.119921,0.5300042,0.13814262,0.49177796
15653746,-2.0294888,0.4909761,0.14823446,0.61493397
15658253,-2.1345928,0.50872123,0.13463415,0.5202302
15665922,-2.0329816,0.44878826,0.1448182,0.7190187
15719588,-2.0255437,0.4877954,0.14858896,0.62446934
15756073,-2.049366,0.52321506,0.14771228,0.53958035
15756229,-2.110517,0.45914605,0.13464555,0.63869023
15766874,-1.9737179,0.54306585,0.16101502,0.5459607
15815718,-2.0806856,0.49011368,0.14077677,0.5860536
15875921,-2.0136197,0.49670178,0.15103203,0.6121779
15895443,-1.9212251,0.5334272,0.16881484,0.59328085
15907985,-2.0794291,0.48554134,0.1406397,0.5965619
15916008,-2.0344036,0.5025848,0.14836085,0.5873549
15924918,-2.0913553,0.4887441,0.13918936,0.5826973
15974366,-2.0509996,0.5444939,0.14915594,0.5031002
16007656,-2.0463102,0.50934744,0.14710733,0.56703
16011004,-2.0347474,0.46703422,0.1457756,0.6683246
16019519,-2.0191526,0.4608606,0.14764325,0.6951434
16022557,-1.9656948,0.50569755,0.15916246,0.6223848
16055885,-2.0627599,0.5061267,0.14447083,0.5639773
16060314,-1.9502814,0.47727618,0.15939258,0.69972694
16078618,-1.9849964,0.4760073,0.15386112,0.67904985
16086289,-2.1146324,0.48783937,0.13592681,0.5711517
16099876,-2.0277488,0.48616284,0.14814383,0.62678707
16102633,-2.122401,0.47225645,0.13386977,0.60024244
16179215,-1.9952879,0.49429142,0.15364264,0.6288479
16179367,-2.0820007,0.5083832,0.14187995,0.54895735
